id,is_iceberg
5941774d,0.0003626433
4023181e,0.9557519555
b20200e4,1.0000000000
e7f018bb,0.9998620749
4371c8c3,0.9930630326
a8d9b1fd,0.4705573916
29e7727e,0.0540311709
92a51ffb,0.9999127388
c769ac97,0.0000000000
aee0547d,0.0000000000
565b28ac,0.0000000000
e04e9775,0.9967073202
8e8161d1,0.0000006377
4cf4d256,0.5327196121
139e5324,0.9999898672
f156976f,0.0025050808
68a117cc,0.0180181265
d9aa7a56,0.0743190795
9005b143,0.9913369417
5f6d3988,0.9564612508
9ad70954,0.9883087873
b9087b9e,0.0149514116
a39a1427,0.9226093888
82fbe8ed,0.6997246146
1fae4879,0.0000000000
6dd8f13d,0.9998450279
bbad5958,0.0066523394
54527583,0.7202623487
be8fa29c,0.9138501287
81a3328f,0.9942957759
1a3c0ab3,1.0000000000
4deeeb8b,0.7072513700
ac6d5632,0.6685228348
472dadb5,0.9267994165
96093f95,0.9651414752
f5b4e3df,0.7812602520
e01a3c92,0.0000147986
001680af,0.9971905351
8e639f33,0.0373296961
a2c16612,0.9645189047
a6d76474,0.0000000000
19c47684,0.9234614968
015827b6,0.9547199011
7df7f7ce,0.3491806388
0bbf1a3f,0.4132607579
636cfbb7,0.9873718023
7370030a,0.9998232722
43aa97ad,0.0000000000
ba2b5e63,0.9999933243
dfdd335b,0.6921002865
e79b13dc,0.0000054165
dc32b195,0.0013587291
6d868590,0.9927418232
75fa59aa,0.9957291484
ffe50836,0.0536881462
a7bfd784,0.9961184263
b3d569e3,0.0088749193
6c538c5b,0.0020161546
5c7c15f4,1.0000000000
0b745139,0.9866879582
fd14608e,0.9163035750
f0bc8305,0.6546617150
a10ccb28,0.9992586970
543304c7,0.5993124247
6c3a4078,0.0000000000
9b73cc75,0.9789229631
5c6c71b1,0.0000010556
09ee9186,0.9959954023
207c35cf,0.9319801331
153c813e,1.0000000000
5605d58b,0.1006062627
642ca396,0.1519011408
d32d72c0,0.8420202136
16646a17,0.9711090326
384074af,0.8780227304
69bf1e8c,0.9896302819
9e90a054,0.0700038895
89dbe7f7,0.9960452914
dbd27d22,0.2397572994
a2ea1561,0.9060505033
d63402af,0.5942984819
1ac8bb92,0.9955735207
8beffca5,0.9975109100
46741f3e,0.0057586958
e5ee6aa7,0.9997542500
5ecd892b,0.9947153926
69892166,0.0000112063
2f725a81,0.0034605414
810abfe4,1.0000000000
e6f973e6,0.9852869511
c60a5c46,0.9883132577
c42b9e08,0.0004692063
c3f00c23,1.0000000000
5307fdb8,0.9944359064
3e4f005e,0.0000064516
4a4cc2e0,0.9365515709
9bdd88d1,0.0000000000
0d832bed,0.3392860591
14a134fa,0.8902087808
78a41676,0.0000002221
0bd4658e,0.9776753783
4a311bb0,0.1420075446
f939c817,0.9746958613
956adc4d,0.9999973774
f8a119f5,0.7598987222
61faa1ad,0.9891413450
6725eb3e,0.9140909314
17b3a8fd,0.0001209257
49a88dfc,0.0000004547
2d6ec645,0.8783908486
0d4d77ba,0.0411651954
3ee672a2,0.9999974966
738b41fd,0.9708102345
f7fb320d,0.7417258024
b42fad18,0.0000000000
4ab8b00a,0.4716638625
f7870f2b,0.0313076079
4978666a,0.0285322927
f1b0d6c7,0.0000005487
5642407f,0.0000916976
36d4ff92,0.6647786498
4139aba2,0.7622725368
7585ce58,0.8326983452
33e25984,0.9983783960
ac46f3c9,0.9956012964
fc34a5b8,0.8381156921
85c36a8f,0.0068623899
b2d8a426,0.0087780096
13ec60d1,0.9840739965
9d440f42,0.0006820390
1c0a891e,0.7796611190
981c3bc3,0.9999991655
295604f4,0.8344144821
16ca16c3,0.9549575448
b4dda837,0.3904118836
88d088ef,0.0000385661
1b4fa160,0.0921149030
f371bd82,0.9994428754
b130a0b7,0.9998815060
ebf1de82,0.9972495437
01e651c3,0.9988485575
51b1fecc,0.8144480586
fa635a31,0.9999935627
